musher,bib,intime,indogs,outtime,outdogs,rest,enroute,prev,speed,checkName,inTime,outTime,prevTime,enrouteTime,restTime,dropDogs,rest24,cpOrder,finalOrder,rest8
Mats Pettersson,4,3/6 03:19:00,12,3/7 04:57:00,12,25h 38m,3h 13m,3/6 00:06:00,5.6,Takotna,2019-03-06T03:19:00Z,2019-03-07T04:57:00Z,2019-03-06T00:06:00Z,193,1538,0,1,12,20,0
Linwood Fiedler,15,3/6 04:16:00,13,3/7 05:32:00,13,25h 16m,2h 46m,3/6 01:30:00,6.51,Takotna,2019-03-06T04:16:00Z,2019-03-07T05:32:00Z,2019-03-06T01:30:00Z,166,1516,0,1,15,12,0
Ramey Smyth,6,3/7 06:22:00,14,3/7 06:25:00,14,0h 3m,2h 35m,3/7 03:47:00,6.97,Takotna,2019-03-07T06:22:00Z,2019-03-07T06:25:00Z,2019-03-07T03:47:00Z,155,3,0,0,31,8,0
Jeff King,23,3/6 06:01:00,14,3/7 07:01:00,14,25h 0m,2h 34m,3/6 03:27:00,7.01,Takotna,2019-03-06T06:01:00Z,2019-03-07T07:01:00Z,2019-03-06T03:27:00Z,154,1500,0,1,17,13,0
Jeff Deeter,25,3/7 07:17:00,11,3/7 07:18:00,11,0h 1m,2h 17m,3/7 05:00:00,7.88,Takotna,2019-03-07T07:17:00Z,2019-03-07T07:18:00Z,2019-03-07T05:00:00Z,137,1,0,0,34,15,0
Brett Bruggeman,35,3/7 07:27:00,14,3/7 07:30:00,13,0h 3m,2h 23m,3/7 05:04:00,7.55,Takotna,2019-03-07T07:27:00Z,2019-03-07T07:30:00Z,2019-03-07T05:04:00Z,143,3,1,0,35,NA,0
Michi Konno,43,3/6 07:27:00,13,3/7 07:47:00,13,24h 20m,2h 54m,3/6 04:33:00,6.21,Takotna,2019-03-06T07:27:00Z,2019-03-07T07:47:00Z,2019-03-06T04:33:00Z,174,1460,0,1,20,26,0
Charley Bejna,31,3/6 07:23:00,13,3/7 08:07:00,13,24h 44m,3h 3m,3/6 04:20:00,5.9,Takotna,2019-03-06T07:23:00Z,2019-03-07T08:07:00Z,2019-03-06T04:20:00Z,183,1484,0,1,19,25,0
Seth Barnes,45,3/7 08:31:00,14,3/7 08:31:00,14,0h 0m,2h 11m,3/7 06:20:00,8.24,Takotna,2019-03-07T08:31:00Z,2019-03-07T08:31:00Z,2019-03-07T06:20:00Z,131,0,0,0,36,19,0
Jason Campeau,12,3/6 07:19:00,13,3/7 08:41:00,13,25h 22m,3h 12m,3/6 04:07:00,5.63,Takotna,2019-03-06T07:19:00Z,2019-03-07T08:41:00Z,2019-03-06T04:07:00Z,192,1522,0,1,18,31,0
Richie Beattie,50,3/7 10:04:00,14,3/7 10:12:00,14,0h 8m,2h 12m,3/7 07:52:00,8.18,Takotna,2019-03-07T10:04:00Z,2019-03-07T10:12:00Z,2019-03-07T07:52:00Z,132,8,0,0,37,21,0
Ed Hopkins,33,3/6 10:39:00,13,3/7 11:19:00,13,24h 40m,3h 4m,3/6 07:35:00,5.87,Takotna,2019-03-06T10:39:00Z,2019-03-07T11:19:00Z,2019-03-06T07:35:00Z,184,1480,0,1,22,22,0
Marcelle Fressineau,27,3/7 10:19:00,13,3/7 11:20:00,13,1h 1m,3h 13m,3/7 07:06:00,5.6,Takotna,2019-03-07T10:19:00Z,2019-03-07T11:20:00Z,2019-03-07T07:06:00Z,193,61,0,0,39,NA,0
Robert Redington,34,3/7 12:46:00,13,3/7 12:48:00,12,0h 2m,2h 30m,3/7 10:16:00,7.2,Takotna,2019-03-07T12:46:00Z,2019-03-07T12:48:00Z,2019-03-07T10:16:00Z,150,2,1,0,40,NA,0
Jessica Klejka,24,3/7 13:06:00,14,3/7 13:16:00,14,0h 10m,2h 25m,3/7 10:41:00,7.45,Takotna,2019-03-07T13:06:00Z,2019-03-07T13:16:00Z,2019-03-07T10:41:00Z,145,10,0,0,41,32,0
Lance Mackey,44,3/7 13:56:00,13,3/7 14:31:00,13,0h 35m,2h 23m,3/7 11:33:00,7.55,Takotna,2019-03-07T13:56:00Z,2019-03-07T14:31:00Z,2019-03-07T11:33:00Z,143,35,0,0,42,27,0
Sebastien Dos Santos Borges,46,3/7 17:38:00,12,3/7 17:41:00,12,0h 3m,2h 54m,3/7 14:44:00,6.21,Takotna,2019-03-07T17:38:00Z,2019-03-07T17:41:00Z,2019-03-07T14:44:00Z,174,3,0,0,43,NA,0
Emily Maxwell,18,3/7 18:11:00,10,3/7 18:17:00,9,0h 6m,2h 41m,3/7 15:30:00,6.71,Takotna,2019-03-07T18:11:00Z,2019-03-07T18:17:00Z,2019-03-07T15:30:00Z,161,6,1,0,44,NA,0
Niklas Wikstrand,42,3/7 19:42:00,14,3/7 19:43:00,14,0h 1m,2h 16m,3/7 17:26:00,7.94,Takotna,2019-03-07T19:42:00Z,2019-03-07T19:43:00Z,2019-03-07T17:26:00Z,136,1,0,0,45,NA,0
Martin Apayauq Reitan,39,3/6 21:59:00,13,3/7 22:29:00,13,24h 30m,3h 3m,3/6 18:56:00,5.9,Takotna,2019-03-06T21:59:00Z,2019-03-07T22:29:00Z,2019-03-06T18:56:00Z,183,1470,0,1,25,29,0
Ryan Santiago,49,3/7 22:33:00,14,3/7 22:42:00,14,0h 9m,2h 9m,3/7 20:24:00,8.37,Takotna,2019-03-07T22:33:00Z,2019-03-07T22:42:00Z,2019-03-07T20:24:00Z,129,9,0,0,47,30,0
Anja Radano,2,3/7 23:58:00,12,3/8 00:00:00,12,0h 2m,2h 36m,3/7 21:22:00,6.92,Takotna,2019-03-07T23:58:00Z,2019-03-08T00:00:00Z,2019-03-07T21:22:00Z,156,2,0,0,48,36,0
Blair Braverman,11,3/7 21:58:00,11,3/8 00:16:00,11,2h 18m,2h 50m,3/7 19:08:00,6.35,Takotna,2019-03-07T21:58:00Z,2019-03-08T00:16:00Z,2019-03-07T19:08:00Z,170,138,0,0,46,37,0
Kristin Bacon,8,3/6 23:49:00,14,3/8 01:22:00,14,25h 33m,3h 3m,3/6 20:46:00,5.9,Takotna,2019-03-06T23:49:00Z,2019-03-08T01:22:00Z,2019-03-06T20:46:00Z,183,1533,0,1,26,39,0
Michael Baker,41,3/7 07:10:00,12,3/8 07:34:00,12,24h 24m,2h 31m,3/7 04:39:00,7.15,Takotna,2019-03-07T07:10:00Z,2019-03-08T07:34:00Z,2019-03-07T04:39:00Z,151,1464,0,1,33,34,0
Victoria Hardwick,30,3/8 07:40:00,14,3/8 07:48:00,14,0h 8m,2h 47m,3/8 04:53:00,6.47,Takotna,2019-03-08T07:40:00Z,2019-03-08T07:48:00Z,2019-03-08T04:53:00Z,167,8,0,0,50,40,0
Cindy Abbott,16,3/8 07:49:00,14,3/8 07:50:00,14,0h 1m,2h 26m,3/8 05:23:00,7.4,Takotna,2019-03-08T07:49:00Z,2019-03-08T07:50:00Z,2019-03-08T05:23:00Z,146,1,0,0,51,NA,0
Jeremy Keller,48,3/8 07:35:00,9,3/8 08:06:00,9,0h 31m,2h 51m,3/8 04:44:00,6.32,Takotna,2019-03-08T07:35:00Z,2019-03-08T08:06:00Z,2019-03-08T04:44:00Z,171,31,0,0,49,38,0
Cindy Gallea,53,3/7 06:24:00,13,3/8 08:31:00,12,26h 7m,2h 53m,3/7 03:31:00,6.24,Takotna,2019-03-07T06:24:00Z,2019-03-08T08:31:00Z,2019-03-07T03:31:00Z,173,1567,1,1,32,NA,0
Alison Lifka,37,3/7 10:18:00,13,3/8 10:51:00,13,24h 33m,3h 12m,3/7 07:06:00,5.63,Takotna,2019-03-07T10:18:00Z,2019-03-08T10:51:00Z,2019-03-07T07:06:00Z,192,1473,0,1,38,33,0
Aliy Zirkle,19,3/6 06:04:00,14,3/6 08:09:00,14,2h 5m,3h 26m,3/6 02:38:00,6.7,Ophir,2019-03-06T06:04:00Z,2019-03-06T08:09:00Z,2019-03-06T02:38:00Z,206,125,0,0,2,4,0
Martin Buser,21,3/6 12:12:00,12,3/6 18:23:00,12,6h 11m,3h 3m,3/6 09:09:00,7.54,Ophir,2019-03-06T12:12:00Z,2019-03-06T18:23:00Z,2019-03-06T09:09:00Z,183,371,0,0,5,23,0
Joar Leifseth Ulsom,28,3/6 22:50:00,13,3/6 23:00:00,12,0h 10m,2h 52m,3/6 19:58:00,8.02,Ophir,2019-03-06T22:50:00Z,2019-03-06T23:00:00Z,2019-03-06T19:58:00Z,172,10,1,0,8,2,0
Jessie Royer,14,3/7 01:13:00,14,3/7 01:23:00,14,0h 10m,2h 40m,3/6 22:33:00,8.63,Ophir,2019-03-07T01:13:00Z,2019-03-07T01:23:00Z,2019-03-06T22:33:00Z,160,10,0,0,9,3,0
Peter Kaiser,9,3/7 02:07:00,14,3/7 02:13:00,14,0h 6m,2h 40m,3/6 23:27:00,8.63,Ophir,2019-03-07T02:07:00Z,2019-03-07T02:13:00Z,2019-03-06T23:27:00Z,160,6,0,0,10,1,0
Nicolas Petit,20,3/6 01:08:00,14,3/7 02:17:00,14,25h 9m,3h 3m,3/5 22:05:00,7.54,Ophir,2019-03-06T01:08:00Z,2019-03-07T02:17:00Z,2019-03-05T22:05:00Z,183,1509,0,1,1,NA,0
Richie Diehl,29,3/7 02:44:00,14,3/7 02:46:00,14,0h 2m,2h 38m,3/7 00:06:00,8.73,Ophir,2019-03-07T02:44:00Z,2019-03-07T02:46:00Z,2019-03-07T00:06:00Z,158,2,0,0,11,11,0
Ryan Redington,22,3/7 03:14:00,14,3/7 03:24:00,14,0h 10m,2h 43m,3/7 00:31:00,8.47,Ophir,2019-03-07T03:14:00Z,2019-03-07T03:24:00Z,2019-03-07T00:31:00Z,163,10,0,0,12,NA,0
Mitch Seavey,32,3/7 03:19:00,13,3/7 03:30:00,12,0h 11m,2h 42m,3/7 00:37:00,8.52,Ophir,2019-03-07T03:19:00Z,2019-03-07T03:30:00Z,2019-03-07T00:37:00Z,162,11,1,0,13,9,0
Matthew Failor,17,3/7 04:07:00,13,3/7 04:12:00,13,0h 5m,2h 43m,3/7 01:24:00,8.47,Ophir,2019-03-07T04:07:00Z,2019-03-07T04:12:00Z,2019-03-07T01:24:00Z,163,5,0,0,15,18,0
Wade Marrs,36,3/7 05:14:00,12,3/7 05:19:00,12,0h 5m,2h 55m,3/7 02:19:00,7.89,Ophir,2019-03-07T05:14:00Z,2019-03-07T05:19:00Z,2019-03-07T02:19:00Z,175,5,0,0,16,14,0
Paige Drobny,40,3/7 05:15:00,13,3/7 05:22:00,13,0h 7m,2h 39m,3/7 02:36:00,8.68,Ophir,2019-03-07T05:15:00Z,2019-03-07T05:22:00Z,2019-03-07T02:36:00Z,159,7,0,0,17,7,0
Matt Hall,3,3/7 03:48:00,13,3/7 05:48:00,13,2h 0m,2h 57m,3/7 00:51:00,7.8,Ophir,2019-03-07T03:48:00Z,2019-03-07T05:48:00Z,2019-03-07T00:51:00Z,177,120,0,0,14,6,0
Travis Beals,51,3/7 06:40:00,13,3/7 06:47:00,13,0h 7m,2h 35m,3/7 04:05:00,8.9,Ophir,2019-03-07T06:40:00Z,2019-03-07T06:47:00Z,2019-03-07T04:05:00Z,155,7,0,0,18,5,0
Sarah Stokey,52,3/7 07:11:00,12,3/7 07:18:00,12,0h 7m,2h 50m,3/7 04:21:00,8.12,Ophir,2019-03-07T07:11:00Z,2019-03-07T07:18:00Z,2019-03-07T04:21:00Z,170,7,0,0,19,35,0
Mats Pettersson,4,3/7 07:37:00,12,3/7 07:41:00,12,0h 4m,2h 40m,3/7 04:57:00,8.63,Ophir,2019-03-07T07:37:00Z,2019-03-07T07:41:00Z,2019-03-07T04:57:00Z,160,4,0,0,22,20,0
Linwood Fiedler,15,3/7 08:14:00,13,3/7 08:21:00,13,0h 7m,2h 42m,3/7 05:32:00,8.52,Ophir,2019-03-07T08:14:00Z,2019-03-07T08:21:00Z,2019-03-07T05:32:00Z,162,7,0,0,23,12,0
Jessie Holmes,5,3/6 07:20:00,14,3/7 09:01:00,14,25h 41m,3h 23m,3/6 03:57:00,6.8,Ophir,2019-03-06T07:20:00Z,2019-03-07T09:01:00Z,2019-03-06T03:57:00Z,203,1541,0,1,3,28,0
Aaron Burmeister,38,3/6 08:48:00,13,3/7 09:18:00,12,24h 30m,3h 40m,3/6 05:08:00,6.27,Ophir,2019-03-06T08:48:00Z,2019-03-07T09:18:00Z,2019-03-06T05:08:00Z,220,1470,1,1,4,10,0
Lev Shvarts,13,3/7 07:15:00,12,3/7 09:25:00,11,2h 10m,2h 44m,3/7 04:31:00,8.41,Ophir,2019-03-07T07:15:00Z,2019-03-07T09:25:00Z,2019-03-07T04:31:00Z,164,130,1,0,20,NA,0
Ramey Smyth,6,3/7 09:26:00,14,3/7 09:37:00,13,0h 11m,3h 1m,3/7 06:25:00,7.62,Ophir,2019-03-07T09:26:00Z,2019-03-07T09:37:00Z,2019-03-07T06:25:00Z,181,11,1,0,24,8,0
Aaron Peck,47,3/7 07:21:00,11,3/7 09:44:00,10,2h 23m,2h 53m,3/7 04:28:00,7.98,Ophir,2019-03-07T07:21:00Z,2019-03-07T09:44:00Z,2019-03-07T04:28:00Z,173,143,1,0,21,24,0
Jeff King,23,3/7 09:27:00,14,3/7 09:50:00,14,0h 23m,2h 26m,3/7 07:01:00,9.45,Ophir,2019-03-07T09:27:00Z,2019-03-07T09:50:00Z,2019-03-07T07:01:00Z,146,23,0,0,25,13,0
Brett Bruggeman,35,3/7 10:23:00,13,3/7 10:48:00,13,0h 25m,2h 53m,3/7 07:30:00,7.98,Ophir,2019-03-07T10:23:00Z,2019-03-07T10:48:00Z,2019-03-07T07:30:00Z,173,25,0,0,27,NA,0
Michi Konno,43,3/7 10:35:00,13,3/7 10:51:00,13,0h 16m,2h 48m,3/7 07:47:00,8.21,Ophir,2019-03-07T10:35:00Z,2019-03-07T10:51:00Z,2019-03-07T07:47:00Z,168,16,0,0,28,26,0
Charley Bejna,31,3/7 10:52:00,13,3/7 11:02:00,12,0h 10m,2h 45m,3/7 08:07:00,8.36,Ophir,2019-03-07T10:52:00Z,2019-03-07T11:02:00Z,2019-03-07T08:07:00Z,165,10,1,0,29,25,0
Seth Barnes,45,3/7 11:24:00,14,3/7 11:33:00,14,0h 9m,2h 53m,3/7 08:31:00,7.98,Ophir,2019-03-07T11:24:00Z,2019-03-07T11:33:00Z,2019-03-07T08:31:00Z,173,9,0,0,30,19,0
Jason Campeau,12,3/7 11:29:00,13,3/7 11:38:00,12,0h 9m,2h 48m,3/7 08:41:00,8.21,Ophir,2019-03-07T11:29:00Z,2019-03-07T11:38:00Z,2019-03-07T08:41:00Z,168,9,1,0,31,31,0
Jeff Deeter,25,3/7 10:06:00,11,3/7 14:10:00,10,4h 4m,2h 48m,3/7 07:18:00,8.21,Ophir,2019-03-07T10:06:00Z,2019-03-07T14:10:00Z,2019-03-07T07:18:00Z,168,244,1,0,26,15,0
Ed Hopkins,33,3/7 14:15:00,13,3/7 14:25:00,13,0h 10m,2h 56m,3/7 11:19:00,7.84,Ophir,2019-03-07T14:15:00Z,2019-03-07T14:25:00Z,2019-03-07T11:19:00Z,176,10,0,0,33,22,0
Anna Berington,10,3/6 15:42:00,14,3/7 17:08:00,13,25h 26m,3h 55m,3/6 11:47:00,5.87,Ophir,2019-03-06T15:42:00Z,2019-03-07T17:08:00Z,2019-03-06T11:47:00Z,235,1526,1,1,6,17,0
Kristy Berington,26,3/6 15:43:00,12,3/7 17:08:00,12,25h 25m,3h 56m,3/6 11:47:00,5.85,Ophir,2019-03-06T15:43:00Z,2019-03-07T17:08:00Z,2019-03-06T11:47:00Z,236,1525,0,1,7,16,0
Richie Beattie,50,3/7 13:04:00,14,3/7 17:27:00,13,4h 23m,2h 52m,3/7 10:12:00,8.02,Ophir,2019-03-07T13:04:00Z,2019-03-07T17:27:00Z,2019-03-07T10:12:00Z,172,263,1,0,32,21,0
Robert Redington,34,3/7 15:52:00,12,3/7 20:13:00,12,4h 21m,3h 4m,3/7 12:48:00,7.5,Ophir,2019-03-07T15:52:00Z,2019-03-07T20:13:00Z,2019-03-07T12:48:00Z,184,261,0,0,35,NA,0
Lance Mackey,44,3/7 17:16:00,13,3/7 20:33:00,13,3h 17m,2h 45m,3/7 14:31:00,8.36,Ophir,2019-03-07T17:16:00Z,2019-03-07T20:33:00Z,2019-03-07T14:31:00Z,165,197,0,0,37,27,0
Jessica Klejka,24,3/7 16:02:00,14,3/7 21:59:00,13,5h 57m,2h 46m,3/7 13:16:00,8.31,Ophir,2019-03-07T16:02:00Z,2019-03-07T21:59:00Z,2019-03-07T13:16:00Z,166,357,1,0,36,32,0
Marcelle Fressineau,27,3/7 15:34:00,13,3/7 22:53:00,11,7h 19m,4h 14m,3/7 11:20:00,5.43,Ophir,2019-03-07T15:34:00Z,2019-03-07T22:53:00Z,2019-03-07T11:20:00Z,254,439,2,0,34,NA,0
Sebastien Dos Santos Borges,46,3/7 20:52:00,12,3/8 01:31:00,12,4h 39m,3h 11m,3/7 17:41:00,7.23,Ophir,2019-03-07T20:52:00Z,2019-03-08T01:31:00Z,2019-03-07T17:41:00Z,191,279,0,0,38,NA,0
Martin Apayauq Reitan,39,3/8 01:30:00,13,3/8 01:37:00,13,0h 7m,3h 1m,3/7 22:29:00,7.62,Ophir,2019-03-08T01:30:00Z,2019-03-08T01:37:00Z,2019-03-07T22:29:00Z,181,7,0,0,42,29,0
Emily Maxwell,18,3/7 21:30:00,9,3/8 03:55:00,9,6h 25m,3h 13m,3/7 18:17:00,7.15,Ophir,2019-03-07T21:30:00Z,2019-03-08T03:55:00Z,2019-03-07T18:17:00Z,193,385,0,0,39,NA,0
Niklas Wikstrand,42,3/7 22:27:00,14,3/8 04:36:00,14,6h 9m,2h 44m,3/7 19:43:00,8.41,Ophir,2019-03-07T22:27:00Z,2019-03-08T04:36:00Z,2019-03-07T19:43:00Z,164,369,0,0,40,NA,0
Ryan Santiago,49,3/8 01:15:00,14,3/8 07:22:00,14,6h 7m,2h 33m,3/7 22:42:00,9.02,Ophir,2019-03-08T01:15:00Z,2019-03-08T07:22:00Z,2019-03-07T22:42:00Z,153,367,0,0,41,30,0
Blair Braverman,11,3/8 03:22:00,11,3/8 07:42:00,11,4h 20m,3h 6m,3/8 00:16:00,7.42,Ophir,2019-03-08T03:22:00Z,2019-03-08T07:42:00Z,2019-03-08T00:16:00Z,186,260,0,0,44,37,0
Anja Radano,2,3/8 03:05:00,12,3/8 09:40:00,11,6h 35m,3h 5m,3/8 00:00:00,7.46,Ophir,2019-03-08T03:05:00Z,2019-03-08T09:40:00Z,2019-03-08T00:00:00Z,185,395,1,0,43,36,0
Kristin Bacon,8,3/8 05:03:00,14,3/8 09:42:00,14,4h 39m,3h 41m,3/8 01:22:00,6.24,Ophir,2019-03-08T05:03:00Z,2019-03-08T09:42:00Z,2019-03-08T01:22:00Z,221,279,0,0,45,39,0
Michael Baker,41,3/8 10:34:00,12,3/8 15:43:00,11,5h 9m,3h 0m,3/8 07:34:00,7.67,Ophir,2019-03-08T10:34:00Z,2019-03-08T15:43:00Z,2019-03-08T07:34:00Z,180,309,1,0,46,34,0
Alison Lifka,37,3/8 13:55:00,13,3/8 16:12:00,13,2h 17m,3h 4m,3/8 10:51:00,7.5,Ophir,2019-03-08T13:55:00Z,2019-03-08T16:12:00Z,2019-03-08T10:51:00Z,184,137,0,0,51,33,0
Cindy Gallea,53,3/8 11:32:00,12,3/8 16:42:00,12,5h 10m,3h 1m,3/8 08:31:00,7.62,Ophir,2019-03-08T11:32:00Z,2019-03-08T16:42:00Z,2019-03-08T08:31:00Z,181,310,0,0,49,NA,0
Victoria Hardwick,30,3/8 11:31:00,14,3/8 18:33:00,14,7h 2m,3h 43m,3/8 07:48:00,6.19,Ophir,2019-03-08T11:31:00Z,2019-03-08T18:33:00Z,2019-03-08T07:48:00Z,223,422,0,0,48,40,0
Cindy Abbott,16,3/8 10:54:00,14,3/8 18:50:00,14,7h 56m,3h 4m,3/8 07:50:00,7.5,Ophir,2019-03-08T10:54:00Z,2019-03-08T18:50:00Z,2019-03-08T07:50:00Z,184,476,0,0,47,NA,0
Jeremy Keller,48,3/8 11:51:00,9,3/8 18:57:00,9,7h 6m,3h 45m,3/8 08:06:00,6.13,Ophir,2019-03-08T11:51:00Z,2019-03-08T18:57:00Z,2019-03-08T08:06:00Z,225,426,0,0,50,38,0
Nicolas Petit,20,3/7 12:13:00,14,3/7 12:22:00,14,0h 9m,9h 56m,3/7 02:17:00,8.05,Iditarod,2019-03-07T12:13:00Z,2019-03-07T12:22:00Z,2019-03-07T02:17:00Z,596,9,0,0,2,NA,0
Joar Leifseth Ulsom,28,3/7 12:37:00,12,3/7 16:52:00,11,4h 15m,13h 37m,3/6 23:00:00,5.88,Iditarod,2019-03-07T12:37:00Z,2019-03-07T16:52:00Z,2019-03-06T23:00:00Z,817,255,1,0,3,2,0
Jessie Royer,14,3/7 15:45:00,14,3/7 20:04:00,14,4h 19m,14h 22m,3/7 01:23:00,5.57,Iditarod,2019-03-07T15:45:00Z,2019-03-07T20:04:00Z,2019-03-07T01:23:00Z,862,259,0,0,5,3,0
Peter Kaiser,9,3/7 16:48:00,14,3/7 21:40:00,12,4h 52m,14h 35m,3/7 02:13:00,5.49,Iditarod,2019-03-07T16:48:00Z,2019-03-07T21:40:00Z,2019-03-07T02:13:00Z,875,292,2,0,6,1,0
Ryan Redington,22,3/7 17:51:00,14,3/7 21:41:00,13,3h 50m,14h 27m,3/7 03:24:00,5.54,Iditarod,2019-03-07T17:51:00Z,2019-03-07T21:41:00Z,2019-03-07T03:24:00Z,867,230,1,0,9,NA,0
Mitch Seavey,32,3/7 17:40:00,12,3/7 21:44:00,11,4h 4m,14h 10m,3/7 03:30:00,5.65,Iditarod,2019-03-07T17:40:00Z,2019-03-07T21:44:00Z,2019-03-07T03:30:00Z,850,244,1,0,8,9,0
Richie Diehl,29,3/7 16:51:00,14,3/7 21:49:00,14,4h 58m,14h 5m,3/7 02:46:00,5.68,Iditarod,2019-03-07T16:51:00Z,2019-03-07T21:49:00Z,2019-03-07T02:46:00Z,845,298,0,0,7,11,0
Matthew Failor,17,3/7 19:12:00,13,3/8 00:18:00,12,5h 6m,15h 0m,3/7 04:12:00,5.33,Iditarod,2019-03-07T19:12:00Z,2019-03-08T00:18:00Z,2019-03-07T04:12:00Z,900,306,1,0,11,18,0
Paige Drobny,40,3/7 19:38:00,13,3/8 00:28:00,13,4h 50m,14h 16m,3/7 05:22:00,5.61,Iditarod,2019-03-07T19:38:00Z,2019-03-08T00:28:00Z,2019-03-07T05:22:00Z,856,290,0,0,12,7,0
Matt Hall,3,3/7 20:50:00,13,3/8 00:52:00,12,4h 2m,15h 2m,3/7 05:48:00,5.32,Iditarod,2019-03-07T20:50:00Z,2019-03-08T00:52:00Z,2019-03-07T05:48:00Z,902,242,1,0,13,6,0
Jessie Holmes,5,3/7 18:56:00,14,3/8 01:12:00,14,6h 16m,9h 55m,3/7 09:01:00,8.07,Iditarod,2019-03-07T18:56:00Z,2019-03-08T01:12:00Z,2019-03-07T09:01:00Z,595,376,0,0,10,28,0
Mats Pettersson,4,3/7 21:46:00,12,3/8 02:16:00,12,4h 30m,14h 5m,3/7 07:41:00,5.68,Iditarod,2019-03-07T21:46:00Z,2019-03-08T02:16:00Z,2019-03-07T07:41:00Z,845,270,0,0,15,20,0
Aliy Zirkle,19,3/7 01:38:00,14,3/8 02:46:00,14,25h 8m,17h 29m,3/6 08:09:00,4.58,Iditarod,2019-03-07T01:38:00Z,2019-03-08T02:46:00Z,2019-03-06T08:09:00Z,1049,1508,0,1,1,4,0
Travis Beals,51,3/7 21:21:00,13,3/8 03:40:00,12,6h 19m,14h 34m,3/7 06:47:00,5.49,Iditarod,2019-03-07T21:21:00Z,2019-03-08T03:40:00Z,2019-03-07T06:47:00Z,874,379,1,0,14,5,0
Aaron Burmeister,38,3/7 23:20:00,12,3/8 04:05:00,12,4h 45m,14h 2m,3/7 09:18:00,5.7,Iditarod,2019-03-07T23:20:00Z,2019-03-08T04:05:00Z,2019-03-07T09:18:00Z,842,285,0,0,18,10,0
Linwood Fiedler,15,3/7 22:56:00,13,3/8 05:03:00,12,6h 7m,14h 35m,3/7 08:21:00,5.49,Iditarod,2019-03-07T22:56:00Z,2019-03-08T05:03:00Z,2019-03-07T08:21:00Z,875,367,1,0,17,12,0
Aaron Peck,47,3/8 06:05:00,10,3/8 06:12:00,10,0h 7m,20h 21m,3/7 09:44:00,3.93,Iditarod,2019-03-08T06:05:00Z,2019-03-08T06:12:00Z,2019-03-07T09:44:00Z,1221,7,0,0,28,24,0
Lev Shvarts,13,3/8 01:47:00,11,3/8 07:17:00,11,5h 30m,16h 22m,3/7 09:25:00,4.89,Iditarod,2019-03-08T01:47:00Z,2019-03-08T07:17:00Z,2019-03-07T09:25:00Z,982,330,0,0,21,NA,0
Jason Campeau,12,3/8 03:28:00,12,3/8 07:43:00,11,4h 15m,15h 50m,3/7 11:38:00,5.05,Iditarod,2019-03-08T03:28:00Z,2019-03-08T07:43:00Z,2019-03-07T11:38:00Z,950,255,1,0,25,31,0
Ramey Smyth,6,3/8 02:38:00,13,3/8 07:52:00,12,5h 14m,17h 1m,3/7 09:37:00,4.7,Iditarod,2019-03-08T02:38:00Z,2019-03-08T07:52:00Z,2019-03-07T09:37:00Z,1021,314,1,0,22,8,0
Michi Konno,43,3/8 02:58:00,13,3/8 08:06:00,12,5h 8m,16h 7m,3/7 10:51:00,4.96,Iditarod,2019-03-08T02:58:00Z,2019-03-08T08:06:00Z,2019-03-07T10:51:00Z,967,308,1,0,23,26,0
Brett Bruggeman,35,3/8 03:19:00,13,3/8 09:15:00,12,5h 56m,16h 31m,3/7 10:48:00,4.84,Iditarod,2019-03-08T03:19:00Z,2019-03-08T09:15:00Z,2019-03-07T10:48:00Z,991,356,1,0,24,NA,0
Sarah Stokey,52,3/8 01:35:00,12,3/8 09:38:00,12,8h 3m,18h 17m,3/7 07:18:00,4.38,Iditarod,2019-03-08T01:35:00Z,2019-03-08T09:38:00Z,2019-03-07T07:18:00Z,1097,483,0,0,20,35,1
Jeff King,23,3/8 01:01:00,14,3/8 10:03:00,14,9h 2m,15h 11m,3/7 09:50:00,5.27,Iditarod,2019-03-08T01:01:00Z,2019-03-08T10:03:00Z,2019-03-07T09:50:00Z,911,542,0,0,19,13,1
Charley Bejna,31,3/8 04:01:00,12,3/8 10:20:00,11,6h 19m,16h 59m,3/7 11:02:00,4.71,Iditarod,2019-03-08T04:01:00Z,2019-03-08T10:20:00Z,2019-03-07T11:02:00Z,1019,379,1,0,26,25,0
Wade Marrs,36,3/7 22:47:00,12,3/8 10:58:00,11,12h 11m,17h 28m,3/7 05:19:00,4.58,Iditarod,2019-03-07T22:47:00Z,2019-03-08T10:58:00Z,2019-03-07T05:19:00Z,1048,731,1,0,16,14,1
Seth Barnes,45,3/8 07:31:00,14,3/8 10:58:00,14,3h 27m,19h 58m,3/7 11:33:00,4.01,Iditarod,2019-03-08T07:31:00Z,2019-03-08T10:58:00Z,2019-03-07T11:33:00Z,1198,207,0,0,31,19,0
Anna Berington,10,3/8 07:08:00,13,3/8 12:06:00,13,4h 58m,14h 0m,3/7 17:08:00,5.71,Iditarod,2019-03-08T07:08:00Z,2019-03-08T12:06:00Z,2019-03-07T17:08:00Z,840,298,0,0,29,17,0
Kristy Berington,26,3/8 07:09:00,12,3/8 12:07:00,12,4h 58m,14h 1m,3/7 17:08:00,5.71,Iditarod,2019-03-08T07:09:00Z,2019-03-08T12:07:00Z,2019-03-07T17:08:00Z,841,298,0,0,30,16,0
